,Unnamed: 0,Job Title,Company,Location,Salary,Job Description,Post Date,Extract Date
669,848,Digital B2B Analyst,1-800-Flowers,"Jericho, NY 11753",Estimated $50.7K - $64.1K a year,"This includes creating new KPIs, dashboards, and the tools and data pipelines needed to support and improve leadership’s ability to make customer-centric…",Posted30+ days ago,2022-05-05
670,849,Business Analyst,Macquarie Group Limited,"Philadelphia, NY",Estimated $78.1K - $98.9K a year,"Identifying data issues and work with appropriate resources to resolve them.
The Identity and Access Management (IAM) team performs a vital role for Macquarie…",Posted30+ days ago,2022-05-05
671,850,"Senior Analyst, Data & Insights (Subscriber/Subscription Rep...",The New York Times,"New York, NY",,"Familiarity with GCP or other big data environments.
Familiarity with GCP or other big data environments.
Closely work with Engineering to solve data issues…",Posted30+ days ago,2022-05-05
672,851,Senior Data Analyst - ETL Pipelining,Bloomberg,"New York, NY 10261",,Design data models: Choose optimal data solutions and design flexible schemas for our data to ultimately improve the way clients interact with and analyze…,Posted30+ days ago,2022-05-05
673,853,IT Business Analyst,Environmental Defense Fund,"New York, NY 10003 (Flatiron area)",Estimated $90.5K - $115K a year,"The IT Business Analyst will be responsible for acting as a liaison between EDF's business users and technologists.
Participate in solution design sessions.",Posted30+ days ago,2022-05-05
674,854,Lead Workforce Intelligence Analyst - Data Scientist,Northwell Health,"Lake Success, NY",,"5-7 years of relevant experience and progressive experience where team leadership was demonstrated, required.
Collaborates with HR Areas (Total Rewards, Talent,…",Posted30+ days ago,2022-05-05
675,856,Business Analyst II,NPD Group,"Port Washington, NY 11050",Estimated $70.2K - $89K a year,"The role will predominately focus on gathering and analyzing work group data, defining current processes and requirements, develop new insights based on…",Posted30+ days ago,2022-05-05
676,857,"Senior Marketing Data Analyst NEW YORK, NYMARKETING – MARKET...",Tonal,"New York, NY",,"4+ years as a hands-on data analyst, with experience in the marketing landscape.
Tonal is looking for a marketing data expert who is able to leverage data to…",Posted30+ days ago,2022-05-05
677,858,Business Analyst,NBCUniversal,"New York, NY 10112 (Midtown area)+1 location",,"Execute data quality and data validation activities on a regular basis, including automatic and manual data cleansing.
Knowledge of media and ad sales business.",Posted22 days ago,2022-05-05
678,859,Medical Economics Analyst,EmblemHealth,"New York, NY",,"3-5 years of related work experience required, preferably in a healthcare provider or insurance environment.
Strong data querying skills using tools such as SQL…",Posted30+ days ago,2022-05-05
679,861,Business Analyst,BETAPOINT,"Brooklyn, NY",Estimated $87.5K - $111K a year,"At least 5 years of experience (senior BA) serving as a Business Analyst or in a similar capacity.
A strong understanding and experience in developing and…",Posted30+ days ago,2022-05-05
680,862,Senior Data Privacy Analyst,Signature Bank,"New York, NY",Estimated $87.6K - $111K a year,"Coordinates and/or conducts analysis for Bank-wide programs related to privacy, including participating in data mapping and privacy impact assessments that…",Posted30+ days ago,2022-05-05
681,863,Analyst - Global Transaction Analytics,Alvarez & Marsal,"New York, NY",Estimated $83.1K - $105K a year,"Strong technical background with hands-on data analytics experience.
1-2+ years of experience in data analytics or transaction services.",Posted30+ days ago,2022-05-05
682,864,Credit Quantitative Analyst/Data Scientist - Assistant Vice...,Citi,"New York, NY+1 location",,"Ability to manipulate and analyze complex, large scale, high dimensional data from varying sources.
Create, implement, and support quantitative models for the…",Posted30+ days ago,2022-05-05
683,868,"Sr Analyst, Enterprise Material Data Steward",PepsiCo,"Purchase, NY 10577",,4+ years of experience working in Data Governance or Data Management within a global CPG (Consumer Packaged Good) company; Strong data management background who…,Posted30+ days ago,2022-05-05
684,869,Business Analyst,Thought Machine,"New York, NY",Estimated $99.5K - $126K a year,"Excellent analytical approach and problem solving skills with attention to detail.
As a Business Analyst at Thought Machine you will provide support and client…",Posted30+ days ago,2022-05-05
685,871,Senior Quantitative Analyst,First Republic Bank,"New York, NY 10020 (Midtown area)",,"Collaborate with programmers or analysts in Git and GitHub environments.
Assist in data collection, extraction, scrubbing, validity and sanity checks,…",Posted30+ days ago,2022-05-05
686,872,Category Analyst,Daymon,"Schenectady, NY 12305",,"Ability to research and analyze data effectively.
Provide weekly sales summaries by pulling data.
Research, analyze, and present data as assigned.",Posted30+ days ago,2022-05-05
687,873,Compensation Analyst,ConnectiCare,"New York, NY",,"Perform other support functions such as audit/data submissions.
Learn to apply established job evaluation methodology to analyze, evaluate, and recommend grade…",Posted22 days ago,2022-05-05
688,875,Sr. Financial Recovery & COB Analyst,ConnectiCare,"New York, NY",,"Analyze data to identify additional COB opportunities.
Analyze overpayment data to identify opportunities for improvement in financial recovery processes and…",Posted30+ days ago,2022-05-05
689,876,Supply Chain Analyst,"SRC, Inc.","Syracuse, NY 13206 (Eastwood area)",Estimated $60.1K - $76.1K a year,"Provide analytics support through combination of data mining, data modeling, data analysis, cost/benefit analysis, process mapping, and/or problem analysis.",Posted30+ days ago,2022-05-05
690,877,Regulatory Reporting Business Analyst,Arrayo,"New York, NY",,"Experience with data enhancement / data quality projects.
Perform data mapping analysis to understand the availability and quality of data.",Posted30+ days ago,2022-05-05
691,878,Business Analyst III,Change Healthcare,"New York, NY+1 location",,"As directed, the BA will participate in an agile development team, ensuring features and functionality requested by users align with business goals for the…",Posted30+ days ago,2022-05-05
692,879,Business Analyst,InvestCloud,"New York, NY 10022 (Midtown area)",Estimated $93.6K - $119K a year,Conduct data analysis based on source data systems and target staging tables; drive design with Integration developers.,Posted15 days ago,2022-05-05
693,880,Business Intelligence Analyst,Qapital,"Remote in New York, NY 10011",Estimated $80K - $101K a year,"2+ years of experience working with data reporting and/or data visualization.
Create data visualization and dashboards.
In this role, you will.",Posted30+ days ago,2022-05-05
694,881,Senior Payroll Analyst,Northwell Health,"Lake Success, NY",,"3-5 years of relevant experience, required.
Analyzes and prepares payroll and application data in effective and clear formats for use by management and staff.",Posted30+ days ago,2022-05-05
695,882,Customer Analyst - Tory Burch,People Strata,"Remote in New York, NY",Estimated $40.2K - $51K a year,"Knowledge of customer data management such as customer data consolidation, cleansing, and testing is preferred.",Posted30+ days ago,2022-05-05
696,883,Sr. Financial Analyst - New York or Chicago,Allianz Global Corporate & Specialty,"New York, NY 10005 (Financial District area)",,"Advanced Excel and PowerPoint skills to effectively analyze data and convey messages in a winning fashion.
1-3 years of professional experience in reinsurance,…",Posted15 days ago,2022-05-05
697,885,Analyst - Global Transaction Analytics,Alvarez & Marsal,"New York, NY",Estimated $83.1K - $105K a year,"Strong technical background with hands-on data analytics experience.
1-2+ years of experience in data analytics or transaction services.",Posted30+ days ago,2022-05-05
698,886,Business Analyst,BETAPOINT,"Brooklyn, NY",Estimated $87.5K - $111K a year,"At least 5 years of experience (senior BA) serving as a Business Analyst or in a similar capacity.
A strong understanding and experience in developing and…",Posted30+ days ago,2022-05-05
699,888,Product Business Analyst,NYISO,"Rensselaer, NY 12144",Estimated $80.4K - $102K a year,The NYISO’s Market Structures department invites applications for a full-time Product Business Analyst who can manage multiple projects and displays effective…,Posted30+ days ago,2022-05-05
700,891,"Analyst, Merchant Operations",Ross Stores,"Hybrid remote in New York, NY 10018",,"Perform ad hoc data pulls and analysis to solve one-off data inquiries.
Analyze data to identify trends and root causes in merchant-controlled processes.",Posted30+ days ago,2022-05-05
701,892,Business Analyst,National Audubon Society,"New York, NY 10014 (West Village area)",Estimated $86.1K - $109K a year,"Experience with data analysis and SQL preferred.
Minimum 5 years of relevant work experience.
Interact with other business analysts and solution developers to…",Posted30+ days ago,2022-05-05
702,893,Senior Business Analyst,CysKen,"New York, NY",Estimated $111K - $140K a year,"Client is working on SaaS web application that brings together the key functionality an entrepreneur needs to run their business: project & task tracking, money…",Posted30+ days ago,2022-05-05
703,895,SENIOR BUSINESS INTELLIGENCE ANALYST,Northwest,"Buffalo, NY 14221",Estimated $74.2K - $94K a year,"5 - 6 years Business Intelligence Analyst, Data Analyst, Business Analyst or equivalent.
In this role, incumbents will take lead analyst roles in BI projects…",Posted30+ days ago,2022-05-05
704,896,Lead HRIS Support Analyst,Henry Schein,"Melville, NY",,"Prepare special/ad-hoc reports as necessary, analyze data, and identify trending.
They will be a “hands-on” lead ensuring data integrity, system administration,…",Posted30+ days ago,2022-05-05
